,"The Givers' Guide is a Project Created and Coordinated by Frayde Yudkowsky, LSW, LMSW, CTP. The Givers' Guide is a constant work in progress. Please email any corrections, additions or changes to Hello@GiversGuide.org",,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish Life League,Prenatal and Postpartum Support ,"2920 Avenue R, Suite 265 Brooklyn, NY 11229",USA and International,,,,"Bonnie Chernin, CPC",info@JewishLifeLeague.org,"Providing information and resources of traditional and authentic pro-life Judaism. Abortion support, adoption, pregnancy help, newsletters, organization and more.",,jewishlifeleague.org ,www.facebook.com/JewishLifeLeague/,,twitter.com/JewsProLife,,,,,,,,,,,,,,,,,,,,,,,
Just Life,High-Risk Pregnancies ,"587 5th Ave.-Ste. 702, Ny 10017
16 King George St, Jerusalem, 91024, Israel","USA and
Israel",USA: (212) 683-6040,Israel: (02) 625-4973,,"Rabbi Marty Katz - NY
Chaya Katzin - Israel","NY: info@justonelife.org
Israel: nefesh@netvision.net.il","Serving a variety of challenges associated with pregnancies including complications due to unexpected and/or high-risk pregnancies and/or related or pre-existing medical, psychological and emotional conditions and financial difficulties.
Parenting, empowerment, mind/body, psychotherapy, supportive counselling, home visits, financial aid, client advocacy, referrals and more.",,justonelife.org ,www.facebook.com/justonelifeisrael ,www.instagram.com/justonelifeisrael/ ,twitter.com/justonelife_il ,,,,,,,,,,,,,,,,,,,,,,,
Keren Mordechai,Newborn Package,"Jackson, NJ",NJ/Brooklyn NY,WhatsApp: (267) 667-5343,,,,kerenmordechai54@gmail.com,"Complete newborn package for those in need. Includes footies, undershirts, bibs, swaddles, hats, burp cloths, pacifier clips and more. Text on Whatsapp to request a package.
Non profit organization.",,,,,,,L'ilui nishmas Mordechai Anshel ben Yechezkel Dov.,,,,,,,,,,,,,,,,,,,,,
Kimpaetorin Aid ,Prenatal and Postpartum Support ,"1324 50th Street Brooklyn, NY 11219",NY,(718) 483-8400,,(718) 483-8411,Rebbetzin Sarah Unger,info@kimpatorinaid.org,"Crisis intervention for Postpartum Depression, housekeeping, baby nurses, baby furniture, fresh meals, convalescent home and emotional support. 
Accepting donations and volunteers.",,kimpatorinaid.org,,,,,,,,,,,,,,,,,,,,,,,,,,
Knafayim - Wings of Hope,Pregnancy Loss,"1242 51st Street Brooklyn, NY 11219",USA,(718) 925-2113 (call & text),,,Mrs. Malkie Klaristenfeld,support@knafayimwings.org ,"Provides comfort, support, education and resources to families experiencing pregnancy and early baby loss.  Patient advocacy, doula services for stillbirth deliveries, loss support packets,  grief. Therapist lead support groups: perinatal loss, baby loss, termination, post hysterectomy, fetal anomaly pregnancy, loss following IF, Pregnancy after loss, men's support group.  Peer support, referrals for future high risk pregnancies.",,https://knafayimwings.org/,www.facebook.com/knafayimwingsofhope,,,,,,,,,,,,,,,,,,,,,,,,,
La Isha ,Kimpeturin Resort,"444 Hope Chapel Road Lakewood, NJ 08701",NY/NJ,(732) 414-3388,,,,info@laishanj.com ,"Whether you are a new mother arriving with a newborn, recovering from a medical procedure, or simply in need of a restful getaway, La Isha offers a haven of uncompromising comfort and luxury for your ultimate tranquility and relaxation. ",,laishanj.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Leah,Organization,,Brooklyn,347-454-6033,,,Devori Gold,Levleahny@gmail.com,"Lev Leah is a Brooklyn based organization where we offer emotional support for women experiencing Perinatal Mood and Anxiety Disorders. Our vision is to support and empower women on their journey to health and wellness through added care. Lev Leah also supports and guides men during this difficult time, and in turn helps families thrive and flourish once more. We offer peer support groups for women and men led by trained professionals. We provide medical referrals and education/awareness.",,www.levleah.org,,,,,,Free,,,,,,,,,,,,,,,,,,,,
Mindful Mothers,Postpartum Support Group,"1770 W County Line Road, Suite 101 Lakewood, NJ 08701",NJ,(732) 864-5812,,,"Chava Ellinson, LPC and Dubby Rosner, LAC",amindfulbeginning@gmail.com,"Postpartum Support group Sunday evenings from 8-9pm. The cost is $25 per session; in the process of obtaining insurance coverage. Supportive environment for postpartum moms to share their challenges. Finding confidence, connection and calmness in the journey through motherhood. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miriam's Motherhood Center,Community Center,"781 East New York Ave, Brooklyn, NY 11203","Crown Heights, NY",(781) 230-6354,,,Mushka and Chaim Leiter,admin@miriamscenter.org,"Provide a community center for mothers with social, educational, and recreational opportunities including shared workspace, indoor toddler playspace, fitness classes for pre and postpartum, adult programming educational classes and weekly activities for babies and toddlers. Annual membership $180, course bundle $125.
MothersofCrownHeights.org offers a website of resources for expecting and postpartum women, arranges baby gift deliveries, and coordinates a gemach for baby essentials.",,miriamscenter.org ,,,,,In memory of Mrs. Miriam Friedman.,,,,,,,,,,,,,,,,,,,,,
Mothers of Crown Heights,Prenatal and Postpartum Support ,Brooklyn NY,"Crown Heights, NY",,,,Mushka and Chaim Leiter,,"Providing services for expecting moms, kimpatorin, nursing moms, health, gemachs, Miriam's Center and kids indoor play spaces.",,mothersofcrownheights.com,https://www.facebook.com/MothersofCrownHeights.org/ ,,,,In memory of Mrs. Miriam Friedman.,,,,,,,,,,,,,,,,,,,,,
SBH Fertility Support,Postpartum Anxiety,"425 Kings Highway, Brooklyn NY 11223",USA,(718) 787-1100 Ext. 517,,(718) 787-9598,,fertility@sbhonline.org,"Fertility support groups for infertility, IVF, Pregnancy Loss, Pregnancy after loss, Anxiety during pregnancy and Postpartum Power Moms.",,sbhonline.org ,www.facebook.com/sbhupdates,www.instagram.com/sbh_updates,twitter.com/sbhupdatesny,,"Project of Sephardic Bikur Cholim.
Referral Line: (718) 787-1300 Counseling Center: (718) 787-1600 Support Groups: (718) 787-1100 x 315 Courage to Heal: (718) 787-0009 Sexual and Domestic Violence Helpline: (718) 787-0009
",,,,,,,,,,,,,,,,,,,,,
Shifrah,Guidance and Support for Hyperemesis  Gravidarum,,"NY, USA",(845) 202-2158,,,Mrs. Shayna Safran,info@shifrah.org,"Shifrah provides guidance and support to women suffering from hyperemesis gravidarum (HG). HG can cause severe physical suffering and dangerous complications, as well as emotional isolation and trauma, much of which is preventable.",,https://shifrah.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifra,Pregnancy Support,"Mailing Address: P.O. Box 7212 Silver Spring, MD 20910",USA,24-Hour Hotline: (866) 360-5872,Office:                                                               (202) 573-7611,,Erica Perlman,erica@jewishpregnancyhelp.org,"Confidential care for women experiencing an unplanned pregnancy and/or pregnancy complications. Professional counseling, material aid, financial aid grants and community referrals for housing, employment, adoption services and other supports. ",,jewishpregnancyhelp.org,,,,,"To arrange an appointment via text, message (646) 632-8547.",,,,,,,,,,,,,,,,,,,,,
Shifra Puah of Monsey,Newborn Support,,Monsey,(845) 587-1649,,,Karen Schild,,"Shifra Puah ensures that new mothers are taken care of. Provides a full range of services, including meals, financial stipends, cleaning help, baby nurses, and stays in kimpeturin convalescent homes.",,https://shifrapuahmonsey.com/,https://www.facebook.com/shifrapuahmonsey,https://www.instagram.com/shifrapuahmonsey/,,,,,,,,,,,,,,,,,,,,,,,,
Shifra U'Puah Crown Heights,"Prenatal, New Mother and Family","Crown Height, NY","Crown Heights, NY",(917) 753-1148,(718) 755-9870,,Shifra and Chana,shifraupuahny@gmail.com,"Offers assistance for women with a new baby. Services include breakfasts, Shabbos meals, cake for Shabbos, help in the home, assistance in the evening, babysitting services, professional training, a listening ear, doula services, support groups, care packages, maternity homes, and vacation for mothers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shifra U'Puah Crown Heights Prenatal, New Mother and Family Crown Height",Newborn Support,,NY Crown Heights,(917) 753-1148,(718) 755-9870,,,shifraupuahny@gmail.com,"Offers assistance for women with a new baby. Services include breakfasts, Shabbos meals, cake for Shabbos, help in the home, assistance in the evening, babysitting services, professional training, a listening ear, doula services, support groups, care packages, maternity homes, and vacation for mothers.


Mothers of Crown Heights Prenatal and Postpartum Support Brooklyn NY Crown Heights, NY Mushka and Chaim Leiter Providing services for expecting moms, kimpatorin, nursing moms, health, gemachs, Miriam's Center and kids indoor play spaces. In memory of Mrs. Miriam Friedman.",,"https://www.mothersofcrownheights.com, https://shifrapuahmonsey.com/",https://www.facebook.com/MothersofCrownHeights.org/,,,,,,,,,,,,,,,,,,,,,,,,,
SPARKS ,Postpartum Depression Support ,"1450 42nd Street Brooklyn, NY 11219",NY,24 Hour Support:                                     (718) 2SPARKS (277-2757),,,Esther Koenigsberg,mail@sparkscenter.org,"Offers services for women with Postpartum Depression and other Perinatal Disorders. Crisis hotline, counseling and therapy,  parental coaching, perinatal coaching, referral system, reduced fees, support groups ,testing, meals for moms, media library and events.  Insurance accepted. ",,sparkscenter.org ,,instagram.com/sparkswomen/,,,24-Hour Support.,,,,,,,,,,,,,,,,,,,,,
Sparks Center Helpline,Helpline,,USA,(718) 277-2752,,,Esther Kenigsberg,Mail@sparkscenter.org,SPARKS offers a confidential helpline for anyone to call when they are in need of help. Our helpline operators are trained professionals who will always resonate with the caller. They will take some notes and start the healing process.,,https://www.sparkscenter.org/services,https://www.facebook.com/SparksWomensHealth,https://www.instagram.com/sparkswomen/,,,,,,,,,,,,,,,,,,,,,,,,
Project IMA of Yad Rachel Helpline,Perinatal and Postpartum Support,,,(732) 364-4462 Helpline,(732) 987-9343  Office,,,imahelpline@yadrachelnj.org,"A source of support and care for women and their families experiencing prenatal and postpartum mood disorders. Helpline Hours Monday – Thursday 10 AM – 1 PM, 8 PM – 10 PM",,yadrachelnj.org,,,,,,,,,,,,,,,,,,,,,,,,,,
The IMA Line – Yad Rachel,Prenatal and Postpartum Support ,"902 East County Line Road, Suite BR Lakewood, NJ 08701",NJ,(732) 364-4462,Helpline:                    (732) 364-4IMA (4462) ,,,shoshifeig@yadrachelnj.org ,Offers a comprehensive program dedicated to helping women and their families suffering from or at risk for perinatal mood disorders including Postpartum Depression/Anxiety.,,yadrachelnj.org ,,,,,Helpline Email: imahelpline@yadrachelnj.org,,,,,,,,,,,,,,,,,,,,,
Tikvaseinu,Prenatal and Postpartum Support ,Monsey,USA,(845) 827-9009,,,Elke Pollak,office@tikvaseinu.org,"We are here to provide critical resources and support to women struggling with perinatal mood and anxiety disorders. We aim to provide exceptional care, as we partner with women on their journey toward recovery. Helpline Hours: Monday, Wedneday and Thursday: 10-1 and 8-10. Leave a message during off hours and you will get a call back.",,tikvaseinu.org,,,,, Under the guidance of Rabbi Chaim Schabes,,,,,,,,,,,,,,,,,,,,,
Tikvat Rachel,Post-Abortion Healing Program,"2920 Avenue R, Suite 265, Brooklyn, NY 11229",USA and International,(347) 566-7898,,,Cecily Routman,barbarabeth54@prontonmail.com,Post abortion healing program for jewish women and men. Confidential teshuvah based program.,,jewishlifeleague.org ,www.facebook.com/JewishLifeLeague/,,twitter.com/JewsProLife,,A project of Jewish Life League.,,,,,,,,,,,,,,,,,,,,,
Tikvaseinu,Prenatal and Postpartum Support,,NY,(845) 827-9009,,,Rabbi Chaim Schabes,office@tikvaseinu.org,"Provides critical resources and support to women struggling with prenatal and postpartum mood and anxiety disorders.  Case managers and helpline available. Helpline Hours: Monday, Wednesday and Thursday: 10am-1pm and 8-10",,https://tikvaseinu.org/,,https://www.instagram.com/tikvaseinu,,,,,,,,,,,,,,,,,,,,,,,,
Touch of Care ,Mothers of Babies with Down Syndrome,USA ,USA,(845) 548-3019 or (732) 674-4836,Chizuk Hotline:                       (718) 506-1411,,,touchofcarepacket@gmail.com ,A beautiful packet has been prepared for new mothers upon the birth of a baby with Down Syndrome. Offers chizuk and hope as they start this new journey. From those who have been there. Shipping available throughout the USA. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto Intimacy Counselling,Psychotherapy and physical therapy for intimacy,"Toronto, ON Canada",International via Zoom,4167258022.0,6477136991.0,N/a,Diana Melnick,torontointimacy@gmail.com,Intimacy function clinic,,https://torontointimacycounselling.com/,Toronto Intimacy Counselling,Diana_melnick,N/a,N/a,We work with rabbonim to ensure halachically compliant carecompliant care,,,,,,,,,,,,,,,,,,,,,
WeeCare,Preemies and Micro Preemies,"Lakewood, NJ ",Tri-State Area ,Hotline:                                (732) 813-3299,(732) 773-7964,,Rifky Amsel and Toby Tabak,weecarepreemies@gmail.com,"Embracing Families of Preemies and Micropreemies. Peer to Peer support, hospital respite, sibling and grandparent support, hospital rides, meals, weekly phone conference support group for mothers of preemies, micro preemies and graduates of the NICU, text groups for mothers, semi annual brunch for mothers of preemies, resources and medical information. Endorsed by local Rabbonim. ",,weecarepreemies.com,,www.instagram.com/weecarepreemies/?hl=en ,,,,,,,,,,,,,,,,,,,,,,,,
Yad Rachel,Perinatal Support,,,(732) 987-9343,(732) 364-4462 Helpline Number,,,imahelpline@yadrachelnj.org,"Yad Rachel is here to support and guide you on your journey of
healing from perinatal mood and anxiety disorders. Helpline Hours: Mon 10am - 1pm, 8pm-10pm",,https://yadrachelnj.org,,,,,,,,,,,,,,,,,,,,,,,,,,
RADIO SHOWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Matters ,MASK Radio Show,"Brooklyn, NY",USA and Online ,,,,Ruchama Clapman,,"Thursday Nights 9pm-10pm EST on WSNR 620 AM, WJPR 1640 AM or listen online at www.talklinecommunications.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mordechai Weinberger, LCSW",Mental Health Questions and Answers,"Lakewood, NJ ",USA,,,,"Mordechai Weinberger, LCSW",,"Radio Kol Berama 107.9 FM Lakewood, NJ or listen live at (718) 298-2011 and press #5 or call (720) 820-1547 to ask questions. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
READING PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EasyRead,Reading Program ,"Lakewood, NJ ",NJ,(732) 370-1498,,,Rayna Leiner,easyreadlkwd@gmail.com ,Kriah Specialist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Einei Haloshon,Reading Program ,Website / London UK,USA and International,(845) 746-2682,,,Rabbi Paltiel Friedman,support@haloshon.com,"Hebrew reading for children struggling in their reading. Boys and girls ages 9+. Free screening. App available in Yiddish or English, no internet or tutor necessary.",,haloshon.com ,,,,,Supported by Torah Umesorah.,,,,,,,,,,,,,,,,,,,,,
Exhilaread,Reading Program ,NY,NY,(929) 216-0779,,,Nechuma Schweitzer,exhilaread@gmail.com,Research-based methods that target dyslexia and other learning disabilities. Reading specialist with over ten years of experience in Literacy and special Ed.,,,https://ne-np.facebook.com/hashtag/exhilaread?source=feed_text&epa=HASHTAG ,,,,,,,,,,,,,,,,,,,,,,,,,
The Hani Mili Enrichment Center,Reading Program ,"1 Debra Way, Lakewood, NJ 08701",NJ,(732) 788-MILI (6454),,,Rabbi Yanky Kerpel,office@hanimili.org,"For the past 20 years, Hani Mili has empowered hundreds of boys master the skills they need to read fluently and effortlessly, instantly understand what they're learning, keep up with the class.Ground-breaking Phonemic & Language Enrichment Program gives boys with a learning, reading or processing difficulty a foolproof way to master core lashon hakodesh vocabulary by tapping into various learning styles & modalities to turn thousands of core words into sight words. Comprehensive screening to ensure needs are met, referred and recommended by special ed experts, mechanchim & parents who've seen dramatic change, defined, measurable customized program with quantifiable milestones, frequent check-ins, assessments, and goals. Works with teachers, parents & tutors to align goals and maximize program impact for quicker results. English, Yiddish or Hebrew. Reach out to book evaluation / 10 minute phone call.",,hanimili.org ,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamesorah,Reading Program ,,,,,,Rabbi Schtroks,office@hamesorah.com,Teaching Kriah according to the Mesorah method to parents and educators.  Also Kriah resources and sheets. ,,hamesorah.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamash Kriah,Reading Program ,Israel,"USA, Israel, England",q,UK: 44-2033265795 Israel: 02-500-1050,,Mrs. Mirele Margulies,info@kamashkriah.com,"Zoom course to train teachers to teach Kriah, 18 sessions",,kamashkriah.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Kreated for Kriah,Reading Program ,,,(845) 665-8485,,,Rabbi Yisroel Weinstock,kreatedforkriah@gmail.com,"Evaluations, Private Sessions, Teaching Training Courses",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kriah for Kids - Dardekey,Reading Program ,,,(845) 747-KRIA (5742),,,,melameddardeke@gmail.com,"Dardekey is an innovatve program designed to transform Kriah practice. Wih hundreds of animated slides targeting all levels of kriah, your child will change his entire perspective on kriah. The engaging and enertaining activities have benifitted thousands of children worldwide and have made them into fluent, happy readers.  Inquire about HCBS funding. T3 approved for schools. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kriah Plus ,Reading Program ,"Lakewood, NJ ",NJ,(732) 367-1844 ,(848) 525-1274,,"Rabbi Zvi Nissan Meth, MA",RabbiMeth@gmail.com ,Remedial Rebbi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kriah Korner,Reading Materials. Services and More,"Lakewood, NJ ",USA,(732) 363-6036,,,Faigy Gershbaum,,"Materials, workshops, tutoring and evaluations. Services for parents, teachers, principals and educators. Starting with Kindergarten age. For the Teacher, for the Parent, for the Student. Also offers Summer Homework. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning Skills Enrichment Program,Reading Program ,"Lakewood, NJ ",NJ,(908) 616-9124,,,Rabbi Meir Levenson,lsepread@gmail.com ,Zobin method. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning Movements,Reading Program ,NJ,NJ,(848) 210-7970,,,Mrs Shoshana Bracha Lang MS. ED.,learningmovements@gmail.com,"Therapy based exercise woven into tutoring sessions.  A reading program that helps students who are struggling with memory, focus and speed. These movements will open a new world of success. Offering evaluations, consultations an tutoring as well as kriah workshops for specialists.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machon Kriah,Reading Program ,"Haham Shmuel Bruchim St 9, Jerusalem, Israel",USA and International,(718) 841-9696,ISR: (972) 533-8939,,Rabbi Zvi Zobin,machonkriah@gmail.com,"Founder of the Zobin method. Professional online assessment by Rabbi Zobin. Identify the cause of the hebrew reading difficulty and giving the tools to overcome them, enabling your child to become a fluent reader and successful in his learning.",,kriah.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Master the Art of Teaching Kriah,Reading Program ,"Lakewood, NJ ",NJ,(732) 804-1812,,,Mimi Steger,,"Kriah program for children. Courses for tutors, teachers and seminary students.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind Orientation,Reading Program ,NY,NY, (718) 218-3535,,,,info@mindorientation.com,By utilizing the Davis method (davismethod.org) we ensure that your child will achieve success in focusing and reading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bernstein Reading Institute - Yad Aryeh,Reading Program ,"Lakewood, NJ ",NJ,(732) 595-2887,,,Rabbi H. Weber and Rabbi Y. Gubitz,,Exciting way of doing kriah with advanced professional technology. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Kriah Place,Reading Program ,NY,NY,(347) 413-0271,,,,,"3 month Kriah group program for primary - 8th grade. Experienced Rebbe, free evaluation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENAL HEALTH ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dialysis and Kidney Failure Support Group,Support Group,USA,USA,(646) 525-0016,,,,,Support group for people undergoing dialysis and experiencing kidney failure. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kidney Mitzvah,Kidney and Liver Matches ,"Brooklyn, NY ",USA,(917) 627-8336   5/18,,,Chaya Lipschutz,KidneyMitzvah@aol.com ,"Information, resources and support for people undergoing a kidney or liver transplant. Matches donors with patients. ",,"kidneymitzvah.com 
kidney-livermatchmaker.com 
savealifedonateakidney.com ",,,,,,,,,,,,,,,,,,,,,,,,,,
Renewal,Kidney Transplant,"5904 13th Avenue Brooklyn, NY 11219",USA and International,(718) 431-9831,,(718) 374-6629 ,,info@renewal.org ,Helps patients find kidney donors and offers support publications and guidance to patients and donors.,,life-renewal.org ,,,,,,,,,,,,,,,,,,,,,,,,,,
RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCC Institute - Institute for Applied Research & Community Collaboration,Mental Health,USA,USA,,,,"Dr. Isaac Schechter, Psy.D.",,"Conducts research on health, emotional health and social issues within the community. In collaboration with community organizations. Rabbinical backing. ",,arccinstitute.org ,,,,www.linkedin.com/company/institute-for-applied-research-&-community-collaboration-arcc- ,,,,,,,,,,,,,,,,,,,,,,
DAAS - Data Analytics Addressing Shidduchim,Shidduchim,USA,USA,,,,"Dr. Yosef Sokol, Ph.D. ",,"Collecting communal data on the shidduch crisis to discover the facts defining the problem and the factors contributing to the problem, so that we can help more people get married by implementing the most effective solutions possible.",,arccinstitute.org/daas ,,,,,,,,,,,,,,,,,,,,,,,,,,
JPSYCH ,Mental Health,USA,USA,,,,"Dr. David Rosmarin, Ph.D. ",,An online laboratory conducting research on the relationship between Jewish religiousness and psychological variables. ,,jpsych.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
Nishma Research,Research in Orthodox Community,Online,USA,,,,Mark Trencher,mark@nishmaresearch.com,"Nishma Research is a full service marketing research firm. Our expertise lies in working closely with our clients – bringing to bear our deep understanding of the Jewish world – to develop and implement research that will provide the insights you need.  Custom market research, research support services, shul survey/synagogue member survey and social research.",,nishmaresearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,
The Achieve Journal,Behavioral Journal,"404 Route 59 Airmont, NY 10952",USA and International,,,,"Isaac Schechter, PsyD",journal@achievebh.org,"The Achieve Journal of Behavioral Health, Religion, and Community is dedicated to the publication of high-level, peer-reviewed research, reviews, and clinical practice articles exploring the intersection of behavioral health with the psychological, clinical, communal, and religious domains in traditional religious communities. Accepting submissions via Website.",,ajbhrc.org ,,,twitter.com/AchieveJournal?s=20,www.linkedin.com/in/achieve-journal-of-behavioral-health-religion-and-community-024258204/,A division of Bikur Cholim. Published by Achieve Behavioral health.,,,,,,,,,,,,,,,,,,,,,
SAFETY ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMSAR - Community Search and Rescue,Missing Persons,"400 Rella Boulevard, Suite 190 Suffern, NY 10901",Northeast USA,(1833) I AM LOST   (426-5678),,,,info@commsar.org,"Committed to the preservation of life through education, advocacy and response to wilderness safety issues. All-volunteer search and rescue agency. ",,commsar.org,www.facebook.com/pages/category/Emergency-Rescue-Service/CommSar/photos,,,,,,,,,,,,,,,,,,,,,,,,,
CMS (Camp Medical Services),Camp Medical Services,USA,USA,Call/WhatsApp: (848) 468-3443,,,,info@campmedicalservices.com,"Trained heimish male and female doctors, nurses, paramedics and EMTs available for camps and retreats, short/long term. Life saving medical equipment and special needs care.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shmira of Brooklyn,Safety,"Brooklyn, NY ","Brooklyn, NY ",(718) 871-4444,,,,,Volunteer anti-crime and search and rescue patrol operating 24/7- 365 days. ,,cwspshmira.org ,www.facebook.com/cwspshmira,www.instagram.com/cwspshmira,twitter.com/CWSPshmira ,,,,,,,,,,,,,,,,,,,,,,,
LCSW - Lakewood Civilian Safety Watch,Safety,"72B Park Avenue South Lakewood, NJ 08701","Lakewood, NJ ",24-Hour Emergency Hotline                   (732) 367-1212 ,Administrative Office: (732) 367-LCSW (5279),(732) 515-5689,Rabbi Sruly Bursztyn ,Emergency: tips@lcswnj.org Office: administrator@lcswnj.org ,"Volunteer safety patrol 24/7-365 days. Car seat safety check, bike event, Night Out Against Crime, light towers, traffic assistance, school and camp presentations and 24-Hour emergency hotline. ",,lcswnj.org ,www.facebook.com/lcswshomrim,www.instagram.com/lcswshomrim,twitter.com/lcswshomrim,,,,,,,,,,,,,,,,,,,,,,,
Boro Park Shomrim ,Safety,"Boro Park, NY ","Boro Park, NY",(718) 871-6666    ,,,,,Volunteer anti-crime and search and rescue patrol operating 24/7- 365 days. ,,bpshomrim.org ,www.facebook.com/Boro-Park-Jewish-Community-Council,www.instagram.com/bpshomrim,twitter.com/BPShomrim,www.linkedin.com/in/boro-park-shomrim-a298b6109,,,,,,,,,,,,,,,,,,,,,,
Flatbush Shomrim,Safety,"Flatbush, NY ","Flatbush, NY ",24-Hour Emergency Hotline                   (718) 338-9797,,,,,Volunteer anti-crime and search and rescue patrol operating 24/7- 365 days. ,,,www.facebook.com/pages/category/Local-Business/Flatbush-Shomrim,www.instagram.com/flatbushshomrim,twitter.com/fsspcommand,,,,,,,,,,,,,,,,,,,,,,,
SELECTIVE MUTISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspire Psychological Group,Psychology Services,546 NJ 17 UPPER SADDLE RIVER NJ,Monsey Teaneck Passaic,(201) 639-4669,(201) 639-4669,,Dr Aryeh Berlin,office@weallaspire.com,We provide individualized evidence based care in a warm collaborative environment for children struggling with anxiety.,,Weallaspire.com,https://www.facebook.com/AspirePsychologicalGroup,https://www.instagram.com/therapyreelbytes/,https://twitter.com/WeAllAspire/,https://www.linkedin.com/in/aryeh-alan-berlin-56759528,Updated: Sept 1st 2025,Private pay,,,,,,,,,,,,,,,,,,,,
Discover Therapy,Private practice,"Ramat Hagolan Street, Ramat Eshkol, Jerusalem, Israel",Greater Jerusalem,972527669832.0,none,none,Chaya Primack,chaya@discovertherapy.org.il,"Children/adolescents - Treatment for anxiety, emotional dysregulation, behavioral issues, trauma, sexual abuse, divorce, attachment/developmental disorders, family mental illness - using art, play, and animal tools. Attachment/Mentalization-based models. 
Couples therapy - Attachment-based models ",,none,none,none,none,Chaya Primack,Option for reduced rate with supervisees,,,,,,,,,,,,,,,,,,,,,
Ner Chat,Assistive Tech,,,,,,Elliot Decter,elliot@nerchat.com,Ner Chat is the first-ever AAC (augmentative and alternative communication) symbol grid keyboard that enables speech or hearing impaired individuals to effectively communicate and express themselves. works with day to day apps.,,nerchat.com,,https://www.instagram.com/ner.chat/,https://twitter.com/Ner_App,https://www.linkedin.com/in/elliotdecter/,https://www.youtube.com/@AutismTech,,,,,,,,,,,,,,,,,,,,,
Racheli Grandovsky,Selective Mutism ,Lakewood,NJ,(732) 998-1688,,,Racheli Grandovky,batshevagrand@gmail.com,Educator for over 25 years. Help children speak comfortably at school. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENIORS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adopt A Bubby,"Visits to ""Bubbys""","Lakewood, NJ ",NJ,(917) 941-2585,,,,,"Weekly visits to ""Bubbys"" in the community. ",,,,,,,Liluy nishmas Reb Chaim Shaul ben Reb Eliezer Halevi.,,,,,,,,,,,,,,,,,,,,,
AgeWell,Services for Seniors,,GA,(866) 243-9355,,,,info@agewellatl.org,"Senior care specialists who assist in obtaining services. Counseling and family support, residential communities, transport services, care coordination, at-home services.",,https://agewellatl.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambassador,Adult Medical Day Care Center,"619 River Avenue (Rt. 9), Lakewood, NJ 08701",Ocean and Monmouth Counties,(732) 367-1133,,,,info@ambassadordaycare.com,"Provides adult day care services to promote healthy aging, well-being, and independence. Nursing services, transportation, nutritional & dietary services and meals, laboratory services, notary services, PT and rehabilitation, medical services, beauty and barber services, podiatry services, social services, Alzheimer/dementia care and therapeutic recreation. Bilingual staff in English, Yiddish, Spanish and Hebrew. Accept insurances.",,ambassadordaycare.com ,https://www.facebook.com/Ambassador-Adult-Medical-Day-Care-1618655925117870/ ,,http://ambassadordaycare.com/adult-day-care-services/# ,,,,,,,,,,,,,,,,,,,,,,,
ASAP (Active Seniors Accomplished Personnel),Placement Service,"Lakewood, NJ ",NJ,(732) 901-0482 Ext 9,,,Rabbi Nosson Reiss,nreiss@chesedoflakewood.org,Part time job placement for seniors. Offering training to brush up/learn new technology skills. A service for both employers and seniors.,,,,,,,A project of Chesed of Lakewood.,,,,,,,,,,,,,,,,,,,,,
